TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
ATL,01/12/2020,ATL @ BKN,L,238,86,-22
SAC,01/13/2020,SAC vs. ORL,L,239,112,-2
POR,01/13/2020,POR vs. CHA,W,241,115,3
PHI,01/13/2020,PHI @ IND,L,240,95,-6
ORL,01/13/2020,ORL @ SAC,W,241,114,2
OKC,01/13/2020,OKC @ MIN,W,239,117,13
NOP,01/13/2020,NOP @ DET,W,266,117,7
MIN,01/13/2020,MIN vs. OKC,L,240,104,-13
LAL,01/13/2020,LAL vs. CLE,W,240,128,29
IND,01/13/2020,IND vs. PHI,W,240,101,6
DET,01/13/2020,DET vs. NOP,L,265,110,-7
CLE,01/13/2020,CLE @ LAL,L,239,99,-29
CHI,01/13/2020,CHI @ BOS,L,238,101,-12
CHA,01/13/2020,CHA @ POR,L,241,112,-3
BOS,01/13/2020,BOS vs. CHI,W,239,113,12
UTA,01/14/2020,UTA @ BKN,W,240,118,11
PHX,01/14/2020,PHX @ ATL,L,242,110,-13
NYK,01/14/2020,NYK @ MIL,L,239,102,-26
MIL,01/14/2020,MIL vs. NYK,W,238,128,26
MEM,01/14/2020,MEM vs. HOU,W,239,121,11
LAC,01/14/2020,LAC vs. CLE,W,242,128,25
HOU,01/14/2020,HOU @ MEM,L,239,110,-11
GSW,01/14/2020,GSW vs. DAL,L,239,97,-27
DAL,01/14/2020,DAL @ GSW,W,238,124,27
CLE,01/14/2020,CLE @ LAC,L,241,103,-25
BKN,01/14/2020,BKN vs. UTA,L,240,107,-11
ATL,01/14/2020,ATL vs. PHX,W,240,123,13
WAS,01/15/2020,WAS @ CHI,L,239,106,-9
TOR,01/15/2020,TOR @ OKC,W,240,130,9
SAS,01/15/2020,SAS @ MIA,L,241,100,-6
SAC,01/15/2020,SAC vs. DAL,L,241,123,-4
POR,01/15/2020,POR @ HOU,W,240,117,10
PHI,01/15/2020,PHI vs. BKN,W,240,117,11
ORL,01/15/2020,ORL @ LAL,W,241,119,1
OKC,01/15/2020,OKC vs. TOR,L,242,121,-9
MIN,01/15/2020,MIN vs. IND,L,239,99,-5
MIA,01/15/2020,MIA vs. SAS,W,241,106,6
LAL,01/15/2020,LAL vs. ORL,L,240,118,-1
IND,01/15/2020,IND @ MIN,W,240,104,5
HOU,01/15/2020,HOU vs. POR,L,240,107,-10
DET,01/15/2020,DET @ BOS,W,242,116,13
DEN,01/15/2020,DEN vs. CHA,W,241,100,14
DAL,01/15/2020,DAL @ SAC,W,240,127,4
CHI,01/15/2020,CHI vs. WAS,W,240,115,9
CHA,01/15/2020,CHA @ DEN,L,240,86,-14
BOS,01/15/2020,BOS vs. DET,L,240,103,-13
BKN,01/15/2020,BKN @ PHI,L,240,106,-11
UTA,01/16/2020,UTA @ NOP,L,264,132,-6
PHX,01/16/2020,PHX @ NYK,W,239,121,23
ORL,01/16/2020,ORL @ LAC,L,243,95,-27
NYK,01/16/2020,NYK vs. PHX,L,240,98,-23
NOP,01/16/2020,NOP vs. UTA,W,265,138,6
MIL,01/16/2020,MIL vs. BOS,W,240,128,5
LAC,01/16/2020,LAC vs. ORL,W,241,122,27
GSW,01/16/2020,GSW vs. DEN,L,265,131,-3
DEN,01/16/2020,DEN @ GSW,W,264,134,3
BOS,01/16/2020,BOS @ MIL,L,240,123,-5
WAS,01/17/2020,WAS @ TOR,L,239,111,-29
TOR,01/17/2020,TOR vs. WAS,W,243,140,29
SAS,01/17/2020,SAS vs. ATL,L,241,120,-1
POR,01/17/2020,POR @ DAL,L,240,112,-8
PHI,01/17/2020,PHI vs. CHI,W,239,100,11
OKC,01/17/2020,OKC vs. MIA,L,239,108,-7
MIN,01/17/2020,MIN @ IND,L,240,114,-2
MIA,01/17/2020,MIA @ OKC,W,241,115,7
MEM,01/17/2020,MEM vs. CLE,W,238,113,4
IND,01/17/2020,IND vs. MIN,W,240,116,2
DAL,01/17/2020,DAL vs. POR,W,241,120,8
CLE,01/17/2020,CLE @ MEM,L,240,109,-4
CHI,01/17/2020,CHI @ PHI,L,240,89,-11
ATL,01/17/2020,ATL @ SAS,W,239,121,1
UTA,01/18/2020,UTA vs. SAC,W,241,123,22
TOR,01/18/2020,TOR @ MIN,W,240,122,10
SAC,01/18/2020,SAC @ UTA,L,240,101,-22
POR,01/18/2020,POR @ OKC,L,240,106,-13
PHX,01/18/2020,PHX @ BOS,W,239,123,4
PHI,01/18/2020,PHI @ NYK,W,240,90,3
ORL,01/18/2020,ORL @ GSW,L,239,95,-14
OKC,01/18/2020,OKC vs. POR,W,241,119,13
NYK,01/18/2020,NYK vs. PHI,L,241,87,-3
NOP,01/18/2020,NOP vs. LAC,L,241,130,-3
MIN,01/18/2020,MIN vs. TOR,L,240,112,-10
MIL,01/18/2020,MIL @ BKN,W,240,117,20
LAL,01/18/2020,LAL @ HOU,W,240,124,9
LAC,01/18/2020,LAC @ NOP,W,241,133,3
HOU,01/18/2020,HOU vs. LAL,L,241,115,-9
GSW,01/18/2020,GSW vs. ORL,W,241,109,14
DET,01/18/2020,DET @ ATL,W,240,136,33
CLE,01/18/2020,CLE @ CHI,L,240,116,-2
CHI,01/18/2020,CHI vs. CLE,W,240,118,2
BOS,01/18/2020,BOS vs. PHX,L,240,119,-4
BKN,01/18/2020,BKN vs. MIL,L,241,97,-20
ATL,01/18/2020,ATL vs. DET,L,241,103,-33
SAS,01/19/2020,SAS vs. MIA,W,241,107,5
MIA,01/19/2020,MIA @ SAS,L,240,102,-5
IND,01/19/2020,IND @ DEN,W,240,115,8
DEN,01/19/2020,DEN vs. IND,L,241,107,-8
WAS,01/20/2020,WAS vs. DET,W,238,106,6
UTA,01/20/2020,UTA vs. IND,W,240,118,30
TOR,01/20/2020,TOR @ ATL,W,239,122,5
SAS,01/20/2020,SAS @ PHX,W,241,120,2
SAC,01/20/2020,SAC @ MIA,L,266,113,-5
POR,01/20/2020,POR vs. GSW,W,265,129,5
PHX,01/20/2020,PHX vs. SAS,L,240,118,-2
PHI,01/20/2020,PHI @ BKN,W,241,117,6
ORL,01/20/2020,ORL @ CHA,W,240,106,23
OKC,01/20/2020,OKC @ HOU,W,240,112,5
NYK,01/20/2020,NYK @ CLE,W,240,106,20
NOP,01/20/2020,NOP @ MEM,W,240,126,10
MIN,01/20/2020,MIN vs. DEN,L,240,100,-7
MIL,01/20/2020,MIL vs. CHI,W,241,111,13
MIA,01/20/2020,MIA vs. SAC,W,265,118,5
MEM,01/20/2020,MEM vs. NOP,L,240,116,-10
LAL,01/20/2020,LAL @ BOS,L,241,107,-32
IND,01/20/2020,IND @ UTA,L,240,88,-30
HOU,01/20/2020,HOU vs. OKC,L,240,107,-5
GSW,01/20/2020,GSW @ POR,L,265,124,-5
DET,01/20/2020,DET @ WAS,L,239,100,-6
DEN,01/20/2020,DEN @ MIN,W,241,107,7
CLE,01/20/2020,CLE vs. NYK,L,240,86,-20
CHI,01/20/2020,CHI @ MIL,L,240,98,-13
CHA,01/20/2020,CHA vs. ORL,L,241,83,-23
BOS,01/20/2020,BOS vs. LAL,W,240,139,32
BKN,01/20/2020,BKN vs. PHI,L,240,111,-6
ATL,01/20/2020,ATL vs. TOR,L,240,117,-5
LAC,01/21/2020,LAC @ DAL,W,241,110,3
DAL,01/21/2020,DAL vs. LAC,L,239,107,-3
WAS,01/22/2020,WAS @ MIA,L,264,129,-5
UTA,01/22/2020,UTA @ GSW,W,239,129,33
TOR,01/22/2020,TOR vs. PHI,W,239,107,12
SAS,01/22/2020,SAS @ NOP,W,238,121,4
SAC,01/22/2020,SAC @ DET,L,241,106,-21
PHX,01/22/2020,PHX vs. IND,L,241,87,-25
PHI,01/22/2020,PHI @ TOR,L,241,95,-12
ORL,01/22/2020,ORL vs. OKC,L,241,114,-6
OKC,01/22/2020,OKC @ ORL,W,241,120,6
NYK,01/22/2020,NYK vs. LAL,L,240,92,-8
NOP,01/22/2020,NOP vs. SAS,L,240,117,-4
MIN,01/22/2020,MIN @ CHI,L,239,110,-7
MIA,01/22/2020,MIA vs. WAS,W,266,134,5
MEM,01/22/2020,MEM @ BOS,L,239,95,-24
LAL,01/22/2020,LAL @ NYK,W,239,100,8
LAC,01/22/2020,LAC @ ATL,L,240,95,-7
IND,01/22/2020,IND @ PHX,W,241,112,25
HOU,01/22/2020,HOU vs. DEN,W,240,121,16
GSW,01/22/2020,GSW vs. UTA,L,241,96,-33
DET,01/22/2020,DET vs. SAC,W,240,127,21
DEN,01/22/2020,DEN @ HOU,L,240,105,-16
CHI,01/22/2020,CHI vs. MIN,W,241,117,7
BOS,01/22/2020,BOS vs. MEM,W,240,119,24
ATL,01/22/2020,ATL vs. LAC,W,241,102,7
WAS,01/23/2020,WAS @ CLE,W,240,124,12
POR,01/23/2020,POR vs. DAL,L,239,125,-8
LAL,01/23/2020,LAL @ BKN,W,240,128,15
DAL,01/23/2020,DAL @ POR,W,240,133,8
CLE,01/23/2020,CLE vs. WAS,L,240,112,-12
BKN,01/23/2020,BKN vs. LAL,L,238,113,-15
TOR,01/24/2020,TOR @ NYK,W,240,118,6
SAS,01/24/2020,SAS vs. PHX,L,239,99,-4
SAC,01/24/2020,SAC @ CHI,W,240,98,17
PHX,01/24/2020,PHX @ SAS,W,241,103,4
ORL,01/24/2020,ORL vs. BOS,L,240,98,-11
OKC,01/24/2020,OKC vs. ATL,W,239,140,29
NYK,01/24/2020,NYK vs. TOR,L,240,112,-6
NOP,01/24/2020,NOP vs. DEN,L,240,106,-7
MIN,01/24/2020,MIN vs. HOU,L,240,124,-7
MIL,01/24/2020,MIL @ CHA,W,240,116,13
MIA,01/24/2020,MIA vs. LAC,L,240,117,-5
MEM,01/24/2020,MEM @ DET,W,240,125,13
LAC,01/24/2020,LAC @ MIA,W,240,122,5
IND,01/24/2020,IND @ GSW,W,242,129,11
HOU,01/24/2020,HOU @ MIN,W,241,131,7
GSW,01/24/2020,GSW vs. IND,L,241,118,-11
DET,01/24/2020,DET vs. MEM,L,240,112,-13
DEN,01/24/2020,DEN @ NOP,W,239,113,7
CHI,01/24/2020,CHI vs. SAC,L,240,81,-17
CHA,01/24/2020,CHA vs. MIL,L,240,103,-13
BOS,01/24/2020,BOS @ ORL,W,238,109,11
ATL,01/24/2020,ATL @ OKC,L,239,111,-29
UTA,01/25/2020,UTA vs. DAL,W,239,112,5
PHI,01/25/2020,PHI vs. LAL,W,241,108,17
OKC,01/25/2020,OKC @ MIN,W,239,113,9
MIN,01/25/2020,MIN vs. OKC,L,239,104,-9
LAL,01/25/2020,LAL @ PHI,L,241,91,-17
DET,01/25/2020,DET vs. BKN,L,265,111,-10
DAL,01/25/2020,DAL @ UTA,L,241,107,-5
CLE,01/25/2020,CLE vs. CHI,L,241,106,-12
CHI,01/25/2020,CHI @ CLE,W,240,118,12
BKN,01/25/2020,BKN @ DET,W,264,121,10
WAS,01/26/2020,WAS @ ATL,L,240,133,-19
TOR,01/26/2020,TOR @ SAS,W,240,110,4
SAS,01/26/2020,SAS vs. TOR,L,240,106,-4
POR,01/26/2020,POR vs. IND,W,240,139,10
PHX,01/26/2020,PHX @ MEM,L,241,109,-5
ORL,01/26/2020,ORL vs. LAC,L,239,97,-15
NYK,01/26/2020,NYK vs. BKN,W,239,110,13
NOP,01/26/2020,NOP vs. BOS,W,240,123,15
MEM,01/26/2020,MEM vs. PHX,W,240,114,5
LAC,01/26/2020,LAC @ ORL,W,240,112,15
IND,01/26/2020,IND @ POR,L,241,129,-10
HOU,01/26/2020,HOU @ DEN,L,239,110,-7
DEN,01/26/2020,DEN vs. HOU,W,240,117,7
BOS,01/26/2020,BOS @ NOP,L,240,108,-15
BKN,01/26/2020,BKN @ NYK,L,242,97,-13
ATL,01/26/2020,ATL vs. WAS,W,241,152,19
UTA,01/27/2020,UTA vs. HOU,L,239,117,-9
SAS,01/27/2020,SAS @ CHI,L,240,109,-1
SAC,01/27/2020,SAC @ MIN,W,265,133,4
ORL,01/27/2020,ORL @ MIA,L,242,92,-21
OKC,01/27/2020,OKC vs. DAL,L,242,97,-10
MIN,01/27/2020,MIN vs. SAC,L,264,129,-4
MIA,01/27/2020,MIA vs. ORL,W,239,113,21
HOU,01/27/2020,HOU @ UTA,W,240,126,9
DET,01/27/2020,DET vs. CLE,L,239,100,-15
DAL,01/27/2020,DAL @ OKC,W,239,107,10
CLE,01/27/2020,CLE @ DET,W,239,115,15
CHI,01/27/2020,CHI vs. SAS,W,240,110,1
WAS,01/28/2020,WAS @ MIL,L,241,131,-20
TOR,01/28/2020,TOR vs. ATL,W,240,130,16
PHX,01/28/2020,PHX @ DAL,W,241,133,29
PHI,01/28/2020,PHI vs. GSW,W,240,115,11
NYK,01/28/2020,NYK @ CHA,L,241,92,-5
NOP,01/28/2020,NOP @ CLE,W,241,125,14
MIL,01/28/2020,MIL vs. WAS,W,241,151,20
MIA,01/28/2020,MIA vs. BOS,L,238,101,-8
MEM,01/28/2020,MEM vs. DEN,W,240,104,8
GSW,01/28/2020,GSW @ PHI,L,239,104,-11
DEN,01/28/2020,DEN @ MEM,L,241,96,-8
DAL,01/28/2020,DAL vs. PHX,L,240,104,-29
CLE,01/28/2020,CLE vs. NOP,L,242,111,-14
CHA,01/28/2020,CHA vs. NYK,W,239,97,5
BOS,01/28/2020,BOS @ MIA,W,240,109,8
ATL,01/28/2020,ATL @ TOR,L,240,114,-16
UTA,01/29/2020,UTA @ SAS,L,241,120,-7
SAS,01/29/2020,SAS vs. UTA,W,239,127,7
SAC,01/29/2020,SAC vs. OKC,L,239,100,-20
POR,01/29/2020,POR vs. HOU,W,238,125,13
OKC,01/29/2020,OKC @ SAC,W,241,120,20
NYK,01/29/2020,NYK vs. MEM,L,240,106,-21
MEM,01/29/2020,MEM @ NYK,W,241,127,21
IND,01/29/2020,IND vs. CHI,W,265,115,9
HOU,01/29/2020,HOU @ POR,L,240,112,-13
DET,01/29/2020,DET @ BKN,L,240,115,-10
CHI,01/29/2020,CHI @ IND,L,266,106,-9
BKN,01/29/2020,BKN vs. DET,W,241,125,10
WAS,01/30/2020,WAS vs. CHA,W,241,121,14
UTA,01/30/2020,UTA @ DEN,L,240,100,-6
TOR,01/30/2020,TOR @ CLE,W,240,115,6
SAC,01/30/2020,SAC @ LAC,W,240,124,21
PHI,01/30/2020,PHI @ ATL,L,239,117,-10
LAC,01/30/2020,LAC vs. SAC,L,239,103,-21
GSW,01/30/2020,GSW @ BOS,L,239,104,-15
DEN,01/30/2020,DEN vs. UTA,W,240,106,6
CLE,01/30/2020,CLE vs. TOR,L,241,109,-6
CHA,01/30/2020,CHA @ WAS,L,239,107,-14
BOS,01/30/2020,BOS vs. GSW,W,241,119,15
ATL,01/30/2020,ATL vs. PHI,W,240,127,10
TOR,01/31/2020,TOR @ DET,W,243,105,13
POR,01/31/2020,POR @ LAL,W,240,127,8
PHX,01/31/2020,PHX vs. OKC,L,239,107,-4
OKC,01/31/2020,OKC @ PHX,W,240,111,4
NOP,01/31/2020,NOP vs. MEM,W,241,139,28
MIL,01/31/2020,MIL vs. DEN,L,240,115,-12
MEM,01/31/2020,MEM @ NOP,L,241,111,-28
LAL,01/31/2020,LAL vs. POR,L,239,119,-8
HOU,01/31/2020,HOU vs. DAL,W,239,128,7
DET,01/31/2020,DET vs. TOR,L,240,92,-13
DEN,01/31/2020,DEN @ MIL,W,239,127,12
DAL,01/31/2020,DAL @ HOU,L,241,121,-7
CHI,01/31/2020,CHI @ BKN,L,241,118,-15
BKN,01/31/2020,BKN vs. CHI,W,239,133,15
WAS,02/01/2020,WAS vs. BKN,W,240,113,6
UTA,02/01/2020,UTA @ POR,L,241,107,-17
SAS,02/01/2020,SAS vs. CHA,W,240,114,24
SAC,02/01/2020,SAC vs. LAL,L,241,113,-16
POR,02/01/2020,POR vs. UTA,W,240,124,17
PHI,02/01/2020,PHI @ BOS,L,239,95,-21
ORL,02/01/2020,ORL vs. MIA,L,241,89,-13
NYK,02/01/2020,NYK @ IND,W,241,92,7
MIN,02/01/2020,MIN @ LAC,L,241,106,-12
MIA,02/01/2020,MIA @ ORL,W,240,102,13
LAL,02/01/2020,LAL @ SAC,W,240,129,16
LAC,02/01/2020,LAC vs. MIN,W,238,118,12
IND,02/01/2020,IND vs. NYK,L,241,85,-7
GSW,02/01/2020,GSW @ CLE,W,242,131,19
DAL,02/01/2020,DAL vs. ATL,W,240,123,23
CLE,02/01/2020,CLE vs. GSW,L,240,112,-19
CHA,02/01/2020,CHA @ SAS,L,241,90,-24
BOS,02/01/2020,BOS vs. PHI,W,239,116,21
BKN,02/01/2020,BKN @ WAS,L,240,107,-6
ATL,02/01/2020,ATL @ DAL,L,238,100,-23
TOR,02/02/2020,TOR vs. CHI,W,240,129,27
PHX,02/02/2020,PHX @ MIL,L,240,108,-21
NOP,02/02/2020,NOP @ HOU,L,240,109,-8
MIL,02/02/2020,MIL vs. PHX,W,241,129,21
HOU,02/02/2020,HOU vs. NOP,W,241,117,8
DET,02/02/2020,DET vs. DEN,W,264,128,5
DEN,02/02/2020,DEN @ DET,L,265,123,-5
CHI,02/02/2020,CHI @ TOR,L,240,102,-27
WAS,02/03/2020,WAS vs. GSW,L,239,117,-8
SAS,02/03/2020,SAS @ LAC,L,240,105,-3
SAC,02/03/2020,SAC vs. MIN,W,239,113,4
PHX,02/03/2020,PHX @ BKN,L,242,97,-22
PHI,02/03/2020,PHI @ MIA,L,238,106,-31
ORL,02/03/2020,ORL @ CHA,W,241,112,12
NYK,02/03/2020,NYK @ CLE,W,264,139,5
MIN,02/03/2020,MIN @ SAC,L,239,109,-4
MIA,02/03/2020,MIA vs. PHI,W,239,137,31
MEM,02/03/2020,MEM vs. DET,W,241,96,14
LAC,02/03/2020,LAC vs. SAS,W,239,108,3
IND,02/03/2020,IND vs. DAL,L,240,103,-9
GSW,02/03/2020,GSW @ WAS,W,241,125,8
DET,02/03/2020,DET @ MEM,L,239,82,-14
DAL,02/03/2020,DAL @ IND,W,239,112,9
CLE,02/03/2020,CLE vs. NYK,L,264,134,-5
CHA,02/03/2020,CHA vs. ORL,L,240,100,-12
BOS,02/03/2020,BOS @ ATL,W,239,123,8
BKN,02/03/2020,BKN vs. PHX,W,240,119,22
ATL,02/03/2020,ATL vs. BOS,L,241,115,-8
SAS,02/04/2020,SAS @ LAL,L,239,102,-27
POR,02/04/2020,POR @ DEN,L,239,99,-28
NOP,02/04/2020,NOP vs. MIL,L,242,108,-12
MIL,02/04/2020,MIL @ NOP,W,240,120,12
LAL,02/04/2020,LAL vs. SAS,W,239,129,27
HOU,02/04/2020,HOU vs. CHA,W,240,125,15
DEN,02/04/2020,DEN vs. POR,W,241,127,28
CHA,02/04/2020,CHA @ HOU,L,240,110,-15
UTA,02/05/2020,UTA vs. DEN,L,239,95,-3
TOR,02/05/2020,TOR vs. IND,W,241,119,1
PHX,02/05/2020,PHX @ DET,L,239,108,-8
ORL,02/05/2020,ORL @ BOS,L,240,100,-16
OKC,02/05/2020,OKC vs. CLE,W,239,109,6
MIN,02/05/2020,MIN vs. ATL,L,240,120,-7
MIA,02/05/2020,MIA @ LAC,L,239,111,-17
MEM,02/05/2020,MEM @ DAL,W,240,121,14
LAC,02/05/2020,LAC vs. MIA,W,240,128,17
IND,02/05/2020,IND @ TOR,L,241,118,-1
GSW,02/05/2020,GSW @ BKN,L,241,88,-41
DET,02/05/2020,DET vs. PHX,W,240,116,8
DEN,02/05/2020,DEN @ UTA,W,241,98,3
DAL,02/05/2020,DAL vs. MEM,L,240,107,-14
CLE,02/05/2020,CLE @ OKC,L,242,103,-6
BOS,02/05/2020,BOS vs. ORL,W,240,116,16
BKN,02/05/2020,BKN vs. GSW,W,240,129,41
ATL,02/05/2020,ATL @ MIN,W,239,127,7
SAS,02/06/2020,SAS @ POR,L,240,117,-8
POR,02/06/2020,POR vs. SAS,W,239,125,8
PHI,02/06/2020,PHI @ MIL,L,239,101,-11
ORL,02/06/2020,ORL @ NYK,L,240,103,-2
NYK,02/06/2020,NYK vs. ORL,W,241,105,2
NOP,02/06/2020,NOP @ CHI,W,240,125,6
MIL,02/06/2020,MIL vs. PHI,W,240,112,11
LAL,02/06/2020,LAL vs. HOU,L,240,111,-10
HOU,02/06/2020,HOU @ LAL,W,239,121,10
CHI,02/06/2020,CHI vs. NOP,L,240,119,-6
WAS,02/07/2020,WAS vs. DAL,W,240,119,1
UTA,02/07/2020,UTA vs. POR,W,239,117,3
TOR,02/07/2020,TOR @ IND,W,240,115,9
SAC,02/07/2020,SAC vs. MIA,W,241,105,8
POR,02/07/2020,POR @ UTA,L,240,114,-3
PHX,02/07/2020,PHX vs. HOU,W,240,127,36
PHI,02/07/2020,PHI vs. MEM,W,242,119,12
OKC,02/07/2020,OKC vs. DET,W,240,108,7
MIA,02/07/2020,MIA @ SAC,L,241,97,-8
MEM,02/07/2020,MEM @ PHI,L,240,107,-12
IND,02/07/2020,IND vs. TOR,L,239,106,-9
HOU,02/07/2020,HOU @ PHX,L,241,91,-36
DET,02/07/2020,DET @ OKC,L,241,101,-7
DAL,02/07/2020,DAL @ WAS,L,239,118,-1
BOS,02/07/2020,BOS vs. ATL,W,240,112,5
ATL,02/07/2020,ATL @ BOS,L,240,107,-5
TOR,02/08/2020,TOR vs. BKN,W,240,119,1
SAS,02/08/2020,SAS @ SAC,L,242,102,-20
SAC,02/08/2020,SAC vs. SAS,W,240,122,20
PHX,02/08/2020,PHX vs. DEN,L,241,108,-9
ORL,02/08/2020,ORL vs. MIL,L,240,95,-16
NYK,02/08/2020,NYK @ DET,W,239,95,3
NOP,02/08/2020,NOP @ IND,W,241,124,7
MIN,02/08/2020,MIN vs. LAC,W,240,142,27
MIL,02/08/2020,MIL @ ORL,W,241,111,16
LAL,02/08/2020,LAL @ GSW,W,240,125,5
LAC,02/08/2020,LAC @ MIN,L,239,115,-27
IND,02/08/2020,IND vs. NOP,L,241,117,-7
GSW,02/08/2020,GSW vs. LAL,L,238,120,-5
DET,02/08/2020,DET vs. NYK,L,240,92,-3
DEN,02/08/2020,DEN @ PHX,W,240,117,9
DAL,02/08/2020,DAL @ CHA,W,240,116,16
CHA,02/08/2020,CHA vs. DAL,L,241,100,-16
BKN,02/08/2020,BKN @ TOR,L,239,118,-1
WAS,02/09/2020,WAS vs. MEM,L,240,99,-7
UTA,02/09/2020,UTA @ HOU,W,241,114,1
POR,02/09/2020,POR vs. MIA,W,240,115,6
