TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
PHI,02/09/2020,PHI vs. CHI,W,240,118,7
OKC,02/09/2020,OKC vs. BOS,L,240,111,-1
NYK,02/09/2020,NYK @ ATL,L,291,135,-5
MIA,02/09/2020,MIA @ POR,L,240,109,-6
MEM,02/09/2020,MEM @ WAS,W,240,106,7
LAC,02/09/2020,LAC @ CLE,W,241,133,41
HOU,02/09/2020,HOU vs. UTA,L,240,113,-1
CLE,02/09/2020,CLE vs. LAC,L,240,92,-41
CHI,02/09/2020,CHI @ PHI,L,240,111,-7
BOS,02/09/2020,BOS @ OKC,W,240,112,1
ATL,02/09/2020,ATL vs. NYK,W,292,140,5
UTA,02/10/2020,UTA @ DAL,W,240,123,4
TOR,02/10/2020,TOR vs. MIN,W,241,137,11
SAS,02/10/2020,SAS @ DEN,L,243,120,-7
SAC,02/10/2020,SAC @ MIL,L,241,111,-12
PHX,02/10/2020,PHX @ LAL,L,242,100,-25
ORL,02/10/2020,ORL vs. ATL,W,240,135,9
MIN,02/10/2020,MIN @ TOR,L,241,126,-11
MIL,02/10/2020,MIL vs. SAC,W,240,123,12
MIA,02/10/2020,MIA @ GSW,W,241,113,12
LAL,02/10/2020,LAL vs. PHX,W,241,125,25
IND,02/10/2020,IND vs. BKN,L,240,105,-1
GSW,02/10/2020,GSW vs. MIA,L,240,101,-12
DET,02/10/2020,DET vs. CHA,L,241,76,-11
DEN,02/10/2020,DEN vs. SAS,W,241,127,7
DAL,02/10/2020,DAL vs. UTA,L,241,119,-4
CHA,02/10/2020,CHA @ DET,W,241,87,11
BKN,02/10/2020,BKN @ IND,W,239,106,1
ATL,02/10/2020,ATL @ ORL,L,239,126,-9
WAS,02/11/2020,WAS vs. CHI,W,240,126,12
SAS,02/11/2020,SAS @ OKC,W,241,114,8
POR,02/11/2020,POR @ NOP,L,241,117,-21
PHI,02/11/2020,PHI vs. LAC,W,240,110,7
OKC,02/11/2020,OKC vs. SAS,L,239,106,-8
NOP,02/11/2020,NOP vs. POR,W,240,138,21
LAC,02/11/2020,LAC @ PHI,L,240,103,-7
HOU,02/11/2020,HOU vs. BOS,W,241,116,11
CHI,02/11/2020,CHI @ WAS,L,240,114,-12
BOS,02/11/2020,BOS @ HOU,L,239,105,-11
WAS,02/12/2020,WAS @ NYK,W,239,114,18
UTA,02/12/2020,UTA vs. MIA,W,240,116,15
TOR,02/12/2020,TOR @ BKN,L,241,91,-10
SAC,02/12/2020,SAC @ DAL,L,241,111,-19
POR,02/12/2020,POR @ MEM,L,239,104,-7
PHX,02/12/2020,PHX vs. GSW,W,240,112,6
ORL,02/12/2020,ORL vs. DET,W,265,116,4
NYK,02/12/2020,NYK vs. WAS,L,238,96,-18
MIN,02/12/2020,MIN vs. CHA,L,240,108,-7
MIL,02/12/2020,MIL @ IND,L,239,111,-7
MIA,02/12/2020,MIA @ UTA,L,240,101,-15
MEM,02/12/2020,MEM vs. POR,W,240,111,7
LAL,02/12/2020,LAL @ DEN,W,265,120,4
IND,02/12/2020,IND vs. MIL,W,240,118,7
GSW,02/12/2020,GSW @ PHX,L,240,106,-6
DET,02/12/2020,DET @ ORL,L,266,112,-4
DEN,02/12/2020,DEN vs. LAL,L,264,116,-4
DAL,02/12/2020,DAL vs. SAC,W,239,130,19
CLE,02/12/2020,CLE vs. ATL,W,240,127,22
CHA,02/12/2020,CHA @ MIN,W,241,115,7
BKN,02/12/2020,BKN vs. TOR,W,241,101,10
ATL,02/12/2020,ATL @ CLE,L,238,105,-22
OKC,02/13/2020,OKC @ NOP,W,239,123,5
NOP,02/13/2020,NOP vs. OKC,L,238,118,-5
LAC,02/13/2020,LAC @ BOS,L,291,133,-8
BOS,02/13/2020,BOS vs. LAC,W,291,141,8
WLD,02/14/2020,WLD @ USA,L,200,131,-20
WLB,02/14/2020,WLB vs. SAS,W,240,62,15
USA,02/14/2020,USA vs. WLD,W,200,151,20
SAS,02/14/2020,SAS @ WLB,L,240,47,-15
LBN,02/16/2020,LBN @ GNS,W,241,157,2
GNS,02/16/2020,GNS vs. LBN,L,241,155,-2
SAC,02/20/2020,SAC vs. MEM,W,241,129,4
PHI,02/20/2020,PHI vs. BKN,W,265,112,8
MIL,02/20/2020,MIL @ DET,W,239,126,20
MIA,02/20/2020,MIA @ ATL,L,238,124,-5
MEM,02/20/2020,MEM @ SAC,L,240,125,-4
HOU,02/20/2020,HOU @ GSW,W,239,135,30
GSW,02/20/2020,GSW vs. HOU,L,241,105,-30
DET,02/20/2020,DET vs. MIL,L,240,106,-20
CHI,02/20/2020,CHI vs. CHA,L,239,93,-10
CHA,02/20/2020,CHA @ CHI,W,240,103,10
BKN,02/20/2020,BKN @ PHI,L,265,104,-8
ATL,02/20/2020,ATL vs. MIA,W,240,129,5
WAS,02/21/2020,WAS vs. CLE,L,240,108,-5
UTA,02/21/2020,UTA vs. SAS,L,242,104,-9
TOR,02/21/2020,TOR vs. PHX,W,241,118,17
SAS,02/21/2020,SAS @ UTA,W,239,113,9
POR,02/21/2020,POR vs. NOP,L,241,115,-13
PHX,02/21/2020,PHX @ TOR,L,240,101,-17
ORL,02/21/2020,ORL vs. DAL,L,240,106,-16
OKC,02/21/2020,OKC vs. DEN,W,240,113,12
NYK,02/21/2020,NYK vs. IND,L,242,98,-8
NOP,02/21/2020,NOP @ POR,W,240,128,13
MIN,02/21/2020,MIN vs. BOS,L,241,117,-10
MEM,02/21/2020,MEM @ LAL,L,240,105,-12
LAL,02/21/2020,LAL vs. MEM,W,240,117,12
IND,02/21/2020,IND @ NYK,W,240,106,8
DEN,02/21/2020,DEN @ OKC,L,241,101,-12
DAL,02/21/2020,DAL @ ORL,W,242,122,16
CLE,02/21/2020,CLE @ WAS,W,241,113,5
BOS,02/21/2020,BOS @ MIN,W,241,127,10
UTA,02/22/2020,UTA vs. HOU,L,240,110,-10
SAC,02/22/2020,SAC @ LAC,W,240,112,9
PHX,02/22/2020,PHX @ CHI,W,239,112,8
PHI,02/22/2020,PHI @ MIL,L,240,98,-21
MIL,02/22/2020,MIL vs. PHI,W,240,119,21
MIA,02/22/2020,MIA vs. CLE,W,240,124,19
LAC,02/22/2020,LAC vs. SAC,L,241,103,-9
HOU,02/22/2020,HOU @ UTA,W,240,120,10
DAL,02/22/2020,DAL @ ATL,L,240,107,-4
CLE,02/22/2020,CLE @ MIA,L,240,105,-19
CHI,02/22/2020,CHI vs. PHX,L,241,104,-8
CHA,02/22/2020,CHA vs. BKN,L,240,86,-29
BKN,02/22/2020,BKN @ CHA,W,239,115,29
ATL,02/22/2020,ATL vs. DAL,W,241,111,4
WAS,02/23/2020,WAS @ CHI,L,239,117,-9
TOR,02/23/2020,TOR vs. IND,W,239,127,46
SAS,02/23/2020,SAS @ OKC,L,239,103,-28
POR,02/23/2020,POR vs. DET,W,238,107,3
OKC,02/23/2020,OKC vs. SAS,W,240,131,28
NOP,02/23/2020,NOP @ GSW,W,239,115,14
MIN,02/23/2020,MIN @ DEN,L,241,116,-12
LAL,02/23/2020,LAL vs. BOS,W,239,114,2
IND,02/23/2020,IND @ TOR,L,239,81,-46
GSW,02/23/2020,GSW vs. NOP,L,241,101,-14
DET,02/23/2020,DET @ POR,L,239,104,-3
DEN,02/23/2020,DEN vs. MIN,W,240,128,12
CHI,02/23/2020,CHI vs. WAS,W,239,126,9
BOS,02/23/2020,BOS @ LAL,L,240,112,-2
WAS,02/24/2020,WAS vs. MIL,L,265,134,-3
UTA,02/24/2020,UTA vs. PHX,L,239,111,-20
PHX,02/24/2020,PHX @ UTA,W,238,131,20
PHI,02/24/2020,PHI vs. ATL,W,239,129,17
ORL,02/24/2020,ORL @ BKN,W,240,115,2
NYK,02/24/2020,NYK @ HOU,L,240,112,-11
MIN,02/24/2020,MIN @ DAL,L,239,123,-16
MIL,02/24/2020,MIL @ WAS,W,266,137,3
MIA,02/24/2020,MIA @ CLE,L,265,119,-6
MEM,02/24/2020,MEM @ LAC,L,241,97,-27
LAC,02/24/2020,LAC vs. MEM,W,241,124,27
HOU,02/24/2020,HOU vs. NYK,W,239,123,11
DAL,02/24/2020,DAL vs. MIN,W,242,139,16
CLE,02/24/2020,CLE vs. MIA,W,265,125,6
BKN,02/24/2020,BKN vs. ORL,L,240,113,-2
ATL,02/24/2020,ATL @ PHI,L,240,112,-17
TOR,02/25/2020,TOR vs. MIL,L,241,97,-11
SAC,02/25/2020,SAC @ GSW,W,240,112,18
POR,02/25/2020,POR vs. BOS,L,240,106,-12
OKC,02/25/2020,OKC @ CHI,W,239,124,2
NOP,02/25/2020,NOP @ LAL,L,240,109,-9
MIL,02/25/2020,MIL @ TOR,W,240,108,11
LAL,02/25/2020,LAL vs. NOP,W,239,118,9
IND,02/25/2020,IND vs. CHA,W,239,119,39
GSW,02/25/2020,GSW vs. SAC,L,241,94,-18
DET,02/25/2020,DET @ DEN,L,240,98,-17
DEN,02/25/2020,DEN vs. DET,W,239,115,17
CHI,02/25/2020,CHI vs. OKC,L,241,122,-2
CHA,02/25/2020,CHA @ IND,L,240,80,-39
BOS,02/25/2020,BOS @ POR,W,240,118,12
WAS,02/26/2020,WAS vs. BKN,W,241,110,4
UTA,02/26/2020,UTA vs. BOS,L,240,103,-11
SAS,02/26/2020,SAS vs. DAL,L,239,103,-6
PHX,02/26/2020,PHX vs. LAC,L,240,92,-10
PHI,02/26/2020,PHI @ CLE,L,240,94,-14
ORL,02/26/2020,ORL @ ATL,W,240,130,10
NYK,02/26/2020,NYK @ CHA,L,239,101,-6
MIN,02/26/2020,MIN @ MIA,W,240,129,3
MIA,02/26/2020,MIA vs. MIN,L,239,126,-3
MEM,02/26/2020,MEM @ HOU,L,238,112,-28
LAC,02/26/2020,LAC @ PHX,W,240,102,10
HOU,02/26/2020,HOU vs. MEM,W,240,140,28
DAL,02/26/2020,DAL @ SAS,W,241,109,6
CLE,02/26/2020,CLE vs. PHI,W,242,108,14
CHA,02/26/2020,CHA vs. NYK,W,240,107,6
BOS,02/26/2020,BOS @ UTA,W,240,114,11
BKN,02/26/2020,BKN @ WAS,L,239,106,-4
ATL,02/26/2020,ATL vs. ORL,L,240,120,-10
SAC,02/27/2020,SAC @ OKC,L,239,108,-4
POR,02/27/2020,POR @ IND,L,240,100,-6
PHI,02/27/2020,PHI vs. NYK,W,241,115,9
OKC,02/27/2020,OKC vs. SAC,W,241,112,4
NYK,02/27/2020,NYK @ PHI,L,241,106,-9
LAL,02/27/2020,LAL @ GSW,W,241,116,30
IND,02/27/2020,IND vs. POR,W,241,106,6
GSW,02/27/2020,GSW vs. LAL,L,240,86,-30
WAS,02/28/2020,WAS @ UTA,L,242,119,-10
UTA,02/28/2020,UTA vs. WAS,W,241,129,10
TOR,02/28/2020,TOR vs. CHA,L,239,96,-3
SAC,02/28/2020,SAC @ MEM,W,239,104,3
PHX,02/28/2020,PHX vs. DET,L,241,111,-2
ORL,02/28/2020,ORL vs. MIN,W,240,136,11
OKC,02/28/2020,OKC @ MIL,L,240,86,-47
NOP,02/28/2020,NOP vs. CLE,W,239,116,12
MIN,02/28/2020,MIN @ ORL,L,239,125,-11
MIL,02/28/2020,MIL vs. OKC,W,238,133,47
MIA,02/28/2020,MIA vs. DAL,W,240,126,8
MEM,02/28/2020,MEM vs. SAC,L,239,101,-3
LAC,02/28/2020,LAC vs. DEN,W,241,132,29
DET,02/28/2020,DET @ PHX,W,240,113,2
DEN,02/28/2020,DEN @ LAC,L,239,103,-29
DAL,02/28/2020,DAL @ MIA,L,240,118,-8
CLE,02/28/2020,CLE @ NOP,L,241,104,-12
CHA,02/28/2020,CHA @ TOR,W,240,99,3
BKN,02/28/2020,BKN @ ATL,L,243,118,-23
ATL,02/28/2020,ATL vs. BKN,W,240,141,23
SAS,02/29/2020,SAS vs. ORL,W,240,114,1
POR,02/29/2020,POR @ ATL,L,240,117,-12
PHX,02/29/2020,PHX vs. GSW,L,240,99,-16
ORL,02/29/2020,ORL @ SAS,L,241,113,-1
NYK,02/29/2020,NYK vs. CHI,W,240,125,10
MIA,02/29/2020,MIA vs. BKN,W,239,116,3
MEM,02/29/2020,MEM vs. LAL,W,241,105,17
LAL,02/29/2020,LAL @ MEM,L,241,88,-17
IND,02/29/2020,IND @ CLE,W,240,113,9
HOU,02/29/2020,HOU @ BOS,W,265,111,1
GSW,02/29/2020,GSW @ PHX,W,242,115,16
CLE,02/29/2020,CLE vs. IND,L,239,104,-9
CHI,02/29/2020,CHI @ NYK,L,239,115,-10
BOS,02/29/2020,BOS vs. HOU,L,266,110,-1
BKN,02/29/2020,BKN @ MIA,L,240,113,-3
ATL,02/29/2020,ATL vs. POR,W,239,129,12
WAS,03/01/2020,WAS @ GSW,W,240,124,14
TOR,03/01/2020,TOR @ DEN,L,241,118,-15
SAC,03/01/2020,SAC vs. DET,W,240,106,6
PHI,03/01/2020,PHI @ LAC,L,240,130,-6
NOP,03/01/2020,NOP vs. LAL,L,239,114,-8
MIN,03/01/2020,MIN vs. DAL,L,241,91,-20
MIL,03/01/2020,MIL @ CHA,W,240,93,8
LAL,03/01/2020,LAL @ NOP,W,240,122,8
LAC,03/01/2020,LAC vs. PHI,W,239,136,6
GSW,03/01/2020,GSW vs. WAS,L,239,110,-14
DET,03/01/2020,DET @ SAC,L,238,100,-6
DEN,03/01/2020,DEN vs. TOR,W,240,133,15
DAL,03/01/2020,DAL @ MIN,W,241,111,20
CHA,03/01/2020,CHA vs. MIL,L,239,85,-8
UTA,03/02/2020,UTA @ CLE,W,242,126,13
SAS,03/02/2020,SAS vs. IND,L,240,111,-5
POR,03/02/2020,POR @ ORL,W,240,130,23
ORL,03/02/2020,ORL vs. POR,L,240,107,-23
NYK,03/02/2020,NYK vs. HOU,W,240,125,2
MIL,03/02/2020,MIL @ MIA,L,241,89,-16
MIA,03/02/2020,MIA vs. MIL,W,240,105,16
MEM,03/02/2020,MEM @ ATL,W,239,127,39
IND,03/02/2020,IND @ SAS,W,240,116,5
HOU,03/02/2020,HOU @ NYK,L,240,123,-2
DAL,03/02/2020,DAL @ CHI,L,241,107,-2
CLE,03/02/2020,CLE vs. UTA,L,238,113,-13
CHI,03/02/2020,CHI vs. DAL,W,240,109,2
ATL,03/02/2020,ATL vs. MEM,L,239,88,-39
WAS,03/03/2020,WAS @ SAC,L,240,126,-7
TOR,03/03/2020,TOR @ PHX,W,240,123,9
SAS,03/03/2020,SAS @ CHA,W,240,104,1
SAC,03/03/2020,SAC vs. WAS,W,240,133,7
PHX,03/03/2020,PHX vs. TOR,L,239,114,-9
PHI,03/03/2020,PHI @ LAL,L,239,107,-13
OKC,03/03/2020,OKC vs. LAC,L,240,94,-15
NOP,03/03/2020,NOP vs. MIN,L,241,134,-5
MIN,03/03/2020,MIN @ NOP,W,241,139,5
LAL,03/03/2020,LAL vs. PHI,W,240,120,13
LAC,03/03/2020,LAC @ OKC,W,239,109,15
GSW,03/03/2020,GSW @ DEN,W,239,116,16
DEN,03/03/2020,DEN vs. GSW,L,241,100,-16
CHA,03/03/2020,CHA vs. SAS,L,240,103,-1
BOS,03/03/2020,BOS vs. BKN,L,266,120,-9
BKN,03/03/2020,BKN @ BOS,W,265,129,9
WAS,03/04/2020,WAS @ POR,L,241,104,-21
UTA,03/04/2020,UTA @ NYK,W,242,112,8
POR,03/04/2020,POR vs. WAS,W,241,125,21
ORL,03/04/2020,ORL @ MIA,L,240,113,-3
OKC,03/04/2020,OKC @ DET,W,240,114,7
NYK,03/04/2020,NYK vs. UTA,L,240,104,-8
NOP,03/04/2020,NOP @ DAL,L,265,123,-4
MIN,03/04/2020,MIN vs. CHI,W,240,115,7
MIL,03/04/2020,MIL vs. IND,W,239,119,19
MIA,03/04/2020,MIA vs. ORL,W,240,116,3
MEM,03/04/2020,MEM @ BKN,W,240,118,39
IND,03/04/2020,IND @ MIL,L,240,100,-19
DET,03/04/2020,DET vs. OKC,L,241,107,-7
DAL,03/04/2020,DAL vs. NOP,W,264,127,4
CLE,03/04/2020,CLE vs. BOS,L,239,106,-6
CHI,03/04/2020,CHI @ MIN,L,241,108,-7
BOS,03/04/2020,BOS @ CLE,W,239,112,6
BKN,03/04/2020,BKN vs. MEM,L,240,79,-39
TOR,03/05/2020,TOR @ GSW,W,240,121,8
SAC,03/05/2020,SAC vs. PHI,L,240,108,-17
PHI,03/05/2020,PHI @ SAC,W,241,125,17
LAC,03/05/2020,LAC @ HOU,W,240,120,15
HOU,03/05/2020,HOU vs. LAC,L,240,105,-15
GSW,03/05/2020,GSW vs. TOR,L,240,113,-8
DEN,03/05/2020,DEN @ CHA,W,241,114,2
CHA,03/05/2020,CHA vs. DEN,L,241,112,-2
WAS,03/06/2020,WAS vs. ATL,W,240,118,6
UTA,03/06/2020,UTA @ BOS,W,241,99,5
SAS,03/06/2020,SAS @ BKN,L,239,120,-19
POR,03/06/2020,POR @ PHX,L,240,117,-10
PHX,03/06/2020,PHX vs. POR,W,240,127,10
ORL,03/06/2020,ORL @ MIN,W,241,132,14
OKC,03/06/2020,OKC @ NYK,W,241,126,23
NYK,03/06/2020,NYK vs. OKC,L,238,103,-23
NOP,03/06/2020,NOP vs. MIA,W,240,110,6
MIN,03/06/2020,MIN vs. ORL,L,240,118,-14
MIL,03/06/2020,MIL @ LAL,L,240,103,-10
MIA,03/06/2020,MIA @ NOP,L,240,104,-6
MEM,03/06/2020,MEM @ DAL,L,239,96,-25
LAL,03/06/2020,LAL vs. MIL,W,240,113,10
IND,03/06/2020,IND @ CHI,W,238,108,6
DAL,03/06/2020,DAL vs. MEM,W,239,121,25
CHI,03/06/2020,CHI vs. IND,L,240,102,-6
BOS,03/06/2020,BOS vs. UTA,L,240,94,-5
BKN,03/06/2020,BKN vs. SAS,W,240,139,19
ATL,03/06/2020,ATL @ WAS,L,239,112,-6
UTA,03/07/2020,UTA @ DET,W,240,111,6
SAC,03/07/2020,SAC @ POR,W,241,123,12
POR,03/07/2020,POR vs. SAC,L,240,111,-12
PHI,03/07/2020,PHI @ GSW,L,240,114,-4
MEM,03/07/2020,MEM vs. ATL,W,240,118,17
HOU,03/07/2020,HOU @ CHA,L,239,99,-9
GSW,03/07/2020,GSW vs. PHI,W,240,118,4
DET,03/07/2020,DET vs. UTA,L,240,105,-6
DEN,03/07/2020,DEN @ CLE,L,241,102,-2
CLE,03/07/2020,CLE vs. DEN,W,239,104,2
CHA,03/07/2020,CHA vs. HOU,W,240,108,9
ATL,03/07/2020,ATL @ MEM,L,240,101,-17
WAS,03/08/2020,WAS vs. MIA,L,240,89,-11
TOR,03/08/2020,TOR @ SAC,W,241,118,5
SAS,03/08/2020,SAS @ CLE,L,265,129,-3
SAC,03/08/2020,SAC vs. TOR,L,240,113,-5
PHX,03/08/2020,PHX vs. MIL,W,239,140,9
ORL,03/08/2020,ORL @ HOU,W,241,126,20
OKC,03/08/2020,OKC @ BOS,W,239,105,1
NYK,03/08/2020,NYK vs. DET,W,241,96,12
NOP,03/08/2020,NOP @ MIN,W,241,120,13
MIN,03/08/2020,MIN vs. NOP,L,240,107,-13
MIL,03/08/2020,MIL @ PHX,L,240,131,-9
MIA,03/08/2020,MIA @ WAS,W,238,100,11
LAL,03/08/2020,LAL @ LAC,W,241,112,9
LAC,03/08/2020,LAC vs. LAL,L,240,103,-9
IND,03/08/2020,IND @ DAL,W,239,112,3
HOU,03/08/2020,HOU vs. ORL,L,241,106,-20
DET,03/08/2020,DET @ NYK,L,241,84,-12
DAL,03/08/2020,DAL vs. IND,L,240,109,-3
CLE,03/08/2020,CLE vs. SAS,W,264,132,3
CHI,03/08/2020,CHI @ BKN,L,240,107,-3
BOS,03/08/2020,BOS vs. OKC,L,241,104,-1
BKN,03/08/2020,BKN vs. CHI,W,242,110,3
UTA,03/09/2020,UTA vs. TOR,L,241,92,-9
TOR,03/09/2020,TOR @ UTA,W,243,101,9
MIL,03/09/2020,MIL @ DEN,L,239,95,-14
DEN,03/09/2020,DEN vs. MIL,W,242,109,14
CHA,03/09/2020,CHA @ ATL,L,289,138,-5
ATL,03/09/2020,ATL vs. CHA,W,290,143,5
WAS,03/10/2020,WAS vs. NYK,W,241,122,7
SAS,03/10/2020,SAS vs. DAL,W,239,119,10
POR,03/10/2020,POR vs. PHX,W,240,121,16
PHX,03/10/2020,PHX @ POR,L,242,105,-16
ORL,03/10/2020,ORL @ MEM,W,241,120,5
NYK,03/10/2020,NYK @ WAS,L,240,115,-7
MIN,03/10/2020,MIN @ HOU,L,240,111,-6
MEM,03/10/2020,MEM vs. ORL,L,240,115,-5
LAL,03/10/2020,LAL vs. BKN,L,241,102,-2
LAC,03/10/2020,LAC @ GSW,W,242,131,24
IND,03/10/2020,IND vs. BOS,L,239,111,-3
HOU,03/10/2020,HOU vs. MIN,W,241,117,6
GSW,03/10/2020,GSW vs. LAC,L,239,107,-24
DAL,03/10/2020,DAL @ SAS,L,240,109,-10
CLE,03/10/2020,CLE @ CHI,L,240,103,-5
CHI,03/10/2020,CHI vs. CLE,W,241,108,5
BOS,03/10/2020,BOS @ IND,W,240,114,3
BKN,03/10/2020,BKN @ LAL,W,241,104,2
PHI,03/11/2020,PHI vs. DET,W,241,124,18
NYK,03/11/2020,NYK @ ATL,W,264,136,5
MIA,03/11/2020,MIA vs. CHA,L,239,98,-11
DET,03/11/2020,DET @ PHI,L,241,106,-18
DEN,03/11/2020,DEN @ DAL,L,240,97,-16
DAL,03/11/2020,DAL vs. DEN,W,240,113,16
CHA,03/11/2020,CHA @ MIA,W,239,109,11
ATL,03/11/2020,ATL vs. NYK,L,265,131,-5
WAS,07/22/2020,WAS @ DEN,L,241,82,-7
SAC,07/22/2020,SAC @ MIA,L,239,98,-6
ORL,07/22/2020,ORL @ LAC,L,200,90,-9
NOP,07/22/2020,NOP @ BKN,W,240,99,31
MIA,07/22/2020,MIA vs. SAC,W,240,104,6
LAC,07/22/2020,LAC vs. ORL,W,201,99,9
DEN,07/22/2020,DEN vs. WAS,W,240,89,7
BKN,07/22/2020,BKN vs. NOP,L,240,68,-31
UTA,07/23/2020,UTA vs. PHX,L,241,88,-13
SAS,07/23/2020,SAS @ MIL,L,241,92,-21
POR,07/23/2020,POR @ IND,L,240,88,-3
PHX,07/23/2020,PHX @ UTA,W,240,101,13
MIL,07/23/2020,MIL vs. SAS,W,240,113,21
LAL,07/23/2020,LAL vs. DAL,L,240,104,-4
IND,07/23/2020,IND vs. POR,W,240,91,3
DAL,07/23/2020,DAL @ LAL,W,241,108,4
